Leading Cancer Sites,Leading Cancer Sites Code,Year,Sex,Sex Code,Race,Race Code,Count
Larynx,22020,2002,Male,M,White,2106-3,79.0
Larynx,22020,2003,Female,F,White,2106-3,48.0
Larynx,22020,2003,Male,M,White,2106-3,84.0
Larynx,22020,2004,Female,F,White,2106-3,45.0
Larynx,22020,2004,Male,M,White,2106-3,67.0
Larynx,22020,2005,Female,F,White,2106-3,35.0
Larynx,22020,2005,Male,M,White,2106-3,57.0
Larynx,22020,2006,Female,F,White,2106-3,38.0
Larynx,22020,2006,Male,M,White,2106-3,71.0
Larynx,22020,2007,Female,F,White,2106-3,49.0
Larynx,22020,2007,Male,M,White,2106-3,58.0
Larynx,22020,2008,Female,F,White,2106-3,31.0
Larynx,22020,2008,Male,M,White,2106-3,65.0
Larynx,22020,2009,Female,F,White,2106-3,48.0
Larynx,22020,2009,Male,M,White,2106-3,86.0
Larynx,22020,2010,Female,F,White,2106-3,36.0
Larynx,22020,2010,Male,M,White,2106-3,64.0
Larynx,22020,2011,Female,F,White,2106-3,34.0
Larynx,22020,2011,Male,M,White,2106-3,56.0
Larynx,22020,2012,Female,F,White,2106-3,27.0
Larynx,22020,2012,Male,M,White,2106-3,75.0
Larynx,22020,2013,Female,F,White,2106-3,30.0
Larynx,22020,2013,Male,M,White,2106-3,56.0
Larynx,22020,2014,Female,F,White,2106-3,28.0
Larynx,22020,2014,Male,M,White,2106-3,58.0
Larynx,22020,2015,Female,F,White,2106-3,42.0
Larynx,22020,2015,Male,M,Black or African American,2054-5,16.0
Larynx,22020,2015,Male,M,White,2106-3,54.0
Larynx,22020,2016,Female,F,White,2106-3,45.0
Larynx,22020,2016,Male,M,White,2106-3,54.0
Larynx,22020,2017,Female,F,White,2106-3,44.0
Larynx,22020,2017,Male,M,White,2106-3,69.0
Larynx,22020,2018,Female,F,White,2106-3,26.0
Larynx,22020,2018,Male,M,White,2106-3,45.0
Larynx,22020,2019,Female,F,White,2106-3,46.0
Larynx,22020,2019,Male,M,White,2106-3,56.0
Larynx,22020,2020,Female,F,White,2106-3,30.0
Larynx,22020,2020,Male,M,White,2106-3,45.0
Larynx,22020,2021,Female,F,White,2106-3,41.0
Larynx,22020,2021,Male,M,White,2106-3,40.0
Leukemias,35011-35043,1999,Female,F,Asian or Pacific Islander,A-PI,47.0
Leukemias,35011-35043,1999,Female,F,Black or African American,2054-5,132.0
Leukemias,35011-35043,1999,Female,F,White,2106-3,801.0
Leukemias,35011-35043,1999,Male,M,Asian or Pacific Islander,A-PI,63.0
Leukemias,35011-35043,1999,Male,M,Black or African American,2054-5,129.0
Leukemias,35011-35043,1999,Male,M,White,2106-3,1065.0
Leukemias,35011-35043,2000,Female,F,Asian or Pacific Islander,A-PI,42.0
Leukemias,35011-35043,2000,Female,F,Black or African American,2054-5,147.0
Leukemias,35011-35043,2000,Female,F,White,2106-3,825.0
Leukemias,35011-35043,2000,Male,M,American Indian or Alaska Native,1002-5,19.0
Leukemias,35011-35043,2000,Male,M,Asian or Pacific Islander,A-PI,72.0
Leukemias,35011-35043,2000,Male,M,Black or African American,2054-5,154.0
Leukemias,35011-35043,2000,Male,M,White,2106-3,1123.0
Leukemias,35011-35043,2000,Male,M,Other Races and Unknown combined,2131-1,16.0
Leukemias,35011-35043,2001,Female,F,Asian or Pacific Islander,A-PI,38.0
Leukemias,35011-35043,2001,Female,F,Black or African American,2054-5,135.0
Leukemias,35011-35043,2001,Female,F,White,2106-3,806.0
Leukemias,35011-35043,2001,Male,M,Asian or Pacific Islander,A-PI,61.0
Leukemias,35011-35043,2001,Male,M,Black or African American,2054-5,160.0
Leukemias,35011-35043,2001,Male,M,White,2106-3,1115.0
Leukemias,35011-35043,2002,Female,F,Asian or Pacific Islander,A-PI,52.0
Leukemias,35011-35043,2002,Female,F,Black or African American,2054-5,131.0
Leukemias,35011-35043,2002,Female,F,White,2106-3,757.0
Leukemias,35011-35043,2002,Male,M,Asian or Pacific Islander,A-PI,74.0
Leukemias,35011-35043,2002,Male,M,Black or African American,2054-5,168.0
Leukemias,35011-35043,2002,Male,M,White,2106-3,1086.0
Leukemias,35011-35043,2002,Male,M,Other Races and Unknown combined,2131-1,17.0
Leukemias,35011-35043,2003,Female,F,Asian or Pacific Islander,A-PI,46.0
Leukemias,35011-35043,2003,Female,F,Black or African American,2054-5,139.0
Leukemias,35011-35043,2003,Female,F,White,2106-3,820.0
Leukemias,35011-35043,2003,Male,M,Asian or Pacific Islander,A-PI,83.0
Leukemias,35011-35043,2003,Male,M,Black or African American,2054-5,178.0
Leukemias,35011-35043,2003,Male,M,White,2106-3,1140.0
Leukemias,35011-35043,2003,Male,M,Other Races and Unknown combined,2131-1,19.0
Leukemias,35011-35043,2004,Female,F,Asian or Pacific Islander,A-PI,42.0
Leukemias,35011-35043,2004,Female,F,Black or African American,2054-5,149.0
Leukemias,35011-35043,2004,Female,F,White,2106-3,836.0
Leukemias,35011-35043,2004,Male,M,American Indian or Alaska Native,1002-5,17.0
Leukemias,35011-35043,2004,Male,M,Asian or Pacific Islander,A-PI,64.0
Leukemias,35011-35043,2004,Male,M,Black or African American,2054-5,163.0
Leukemias,35011-35043,2004,Male,M,White,2106-3,1163.0
Leukemias,35011-35043,2004,Male,M,Other Races and Unknown combined,2131-1,25.0
Leukemias,35011-35043,2005,Female,F,Asian or Pacific Islander,A-PI,58.0
Leukemias,35011-35043,2005,Female,F,Black or African American,2054-5,148.0
Leukemias,35011-35043,2005,Female,F,White,2106-3,825.0
Leukemias,35011-35043,2005,Male,M,Asian or Pacific Islander,A-PI,72.0
Leukemias,35011-35043,2005,Male,M,Black or African American,2054-5,158.0
Leukemias,35011-35043,2005,Male,M,White,2106-3,1134.0
Leukemias,35011-35043,2005,Male,M,Other Races and Unknown combined,2131-1,18.0
Leukemias,35011-35043,2006,Female,F,Asian or Pacific Islander,A-PI,58.0
Leukemias,35011-35043,2006,Female,F,Black or African American,2054-5,132.0
Leukemias,35011-35043,2006,Female,F,White,2106-3,884.0
Leukemias,35011-35043,2006,Female,F,Other Races and Unknown combined,2131-1,16.0
Leukemias,35011-35043,2006,Male,M,Asian or Pacific Islander,A-PI,73.0
Leukemias,35011-35043,2006,Male,M,Black or African American,2054-5,169.0
Leukemias,35011-35043,2006,Male,M,White,2106-3,1169.0
Leukemias,35011-35043,2007,Female,F,Asian or Pacific Islander,A-PI,57.0
Leukemias,35011-35043,2007,Female,F,Black or African American,2054-5,145.0
Leukemias,35011-35043,2007,Female,F,White,2106-3,945.0
Leukemias,35011-35043,2007,Male,M,Asian or Pacific Islander,A-PI,82.0
Leukemias,35011-35043,2007,Male,M,Black or African American,2054-5,176.0
Leukemias,35011-35043,2007,Male,M,White,2106-3,1194.0
Leukemias,35011-35043,2007,Male,M,Other Races and Unknown combined,2131-1,29.0
Leukemias,35011-35043,2008,Female,F,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2008,Female,F,Asian or Pacific Islander,A-PI,67.0
Leukemias,35011-35043,2008,Female,F,Black or African American,2054-5,156.0
Leukemias,35011-35043,2008,Female,F,White,2106-3,899.0
Leukemias,35011-35043,2008,Female,F,Other Races and Unknown combined,2131-1,16.0
Leukemias,35011-35043,2008,Male,M,American Indian or Alaska Native,1002-5,17.0
Leukemias,35011-35043,2008,Male,M,Asian or Pacific Islander,A-PI,74.0
Leukemias,35011-35043,2008,Male,M,Black or African American,2054-5,187.0
Leukemias,35011-35043,2008,Male,M,White,2106-3,1238.0
Leukemias,35011-35043,2008,Male,M,Other Races and Unknown combined,2131-1,29.0
Leukemias,35011-35043,2009,Female,F,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2009,Female,F,Asian or Pacific Islander,A-PI,81.0
Leukemias,35011-35043,2009,Female,F,Black or African American,2054-5,162.0
Leukemias,35011-35043,2009,Female,F,White,2106-3,868.0
Leukemias,35011-35043,2009,Male,M,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2009,Male,M,Asian or Pacific Islander,A-PI,82.0
Leukemias,35011-35043,2009,Male,M,Black or African American,2054-5,199.0
Leukemias,35011-35043,2009,Male,M,White,2106-3,1250.0
Leukemias,35011-35043,2009,Male,M,Other Races and Unknown combined,2131-1,29.0
Leukemias,35011-35043,2010,Female,F,Asian or Pacific Islander,A-PI,70.0
Leukemias,35011-35043,2010,Female,F,Black or African American,2054-5,163.0
Leukemias,35011-35043,2010,Female,F,White,2106-3,978.0
Leukemias,35011-35043,2010,Female,F,Other Races and Unknown combined,2131-1,18.0
Leukemias,35011-35043,2010,Male,M,American Indian or Alaska Native,1002-5,21.0
Leukemias,35011-35043,2010,Male,M,Asian or Pacific Islander,A-PI,95.0
Leukemias,35011-35043,2010,Male,M,Black or African American,2054-5,206.0
Leukemias,35011-35043,2010,Male,M,White,2106-3,1223.0
Leukemias,35011-35043,2010,Male,M,Other Races and Unknown combined,2131-1,23.0
Leukemias,35011-35043,2011,Female,F,American Indian or Alaska Native,1002-5,20.0
Leukemias,35011-35043,2011,Female,F,Asian or Pacific Islander,A-PI,68.0
Leukemias,35011-35043,2011,Female,F,Black or African American,2054-5,166.0
Leukemias,35011-35043,2011,Female,F,White,2106-3,978.0
Leukemias,35011-35043,2011,Female,F,Other Races and Unknown combined,2131-1,17.0
Leukemias,35011-35043,2011,Male,M,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2011,Male,M,Asian or Pacific Islander,A-PI,89.0
Leukemias,35011-35043,2011,Male,M,Black or African American,2054-5,216.0
Leukemias,35011-35043,2011,Male,M,White,2106-3,1233.0
Leukemias,35011-35043,2011,Male,M,Other Races and Unknown combined,2131-1,27.0
Leukemias,35011-35043,2012,Female,F,American Indian or Alaska Native,1002-5,17.0
Leukemias,35011-35043,2012,Female,F,Asian or Pacific Islander,A-PI,59.0
Leukemias,35011-35043,2012,Female,F,Black or African American,2054-5,207.0
Leukemias,35011-35043,2012,Female,F,White,2106-3,1005.0
Leukemias,35011-35043,2012,Female,F,Other Races and Unknown combined,2131-1,23.0
Leukemias,35011-35043,2012,Male,M,American Indian or Alaska Native,1002-5,19.0
Leukemias,35011-35043,2012,Male,M,Asian or Pacific Islander,A-PI,109.0
Leukemias,35011-35043,2012,Male,M,Black or African American,2054-5,206.0
Leukemias,35011-35043,2012,Male,M,White,2106-3,1296.0
Leukemias,35011-35043,2012,Male,M,Other Races and Unknown combined,2131-1,38.0
Leukemias,35011-35043,2013,Female,F,American Indian or Alaska Native,1002-5,18.0
Leukemias,35011-35043,2013,Female,F,Asian or Pacific Islander,A-PI,93.0
Leukemias,35011-35043,2013,Female,F,Black or African American,2054-5,191.0
Leukemias,35011-35043,2013,Female,F,White,2106-3,986.0
Leukemias,35011-35043,2013,Female,F,Other Races and Unknown combined,2131-1,18.0
Leukemias,35011-35043,2013,Male,M,Asian or Pacific Islander,A-PI,91.0
Leukemias,35011-35043,2013,Male,M,Black or African American,2054-5,194.0
Leukemias,35011-35043,2013,Male,M,White,2106-3,1315.0
Leukemias,35011-35043,2013,Male,M,Other Races and Unknown combined,2131-1,46.0
Leukemias,35011-35043,2014,Female,F,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2014,Female,F,Asian or Pacific Islander,A-PI,71.0
Leukemias,35011-35043,2014,Female,F,Black or African American,2054-5,210.0
Leukemias,35011-35043,2014,Female,F,White,2106-3,1053.0
Leukemias,35011-35043,2014,Female,F,Other Races and Unknown combined,2131-1,27.0
Leukemias,35011-35043,2014,Male,M,American Indian or Alaska Native,1002-5,18.0
Leukemias,35011-35043,2014,Male,M,Asian or Pacific Islander,A-PI,108.0
Leukemias,35011-35043,2014,Male,M,Black or African American,2054-5,228.0
Leukemias,35011-35043,2014,Male,M,White,2106-3,1375.0
Leukemias,35011-35043,2014,Male,M,Other Races and Unknown combined,2131-1,51.0
Leukemias,35011-35043,2015,Female,F,American Indian or Alaska Native,1002-5,16.0
Leukemias,35011-35043,2015,Female,F,Asian or Pacific Islander,A-PI,72.0
Leukemias,35011-35043,2015,Female,F,Black or African American,2054-5,207.0
Leukemias,35011-35043,2015,Female,F,White,2106-3,1001.0
Leukemias,35011-35043,2015,Female,F,Other Races and Unknown combined,2131-1,22.0
Leukemias,35011-35043,2015,Male,M,American Indian or Alaska Native,1002-5,17.0
Leukemias,35011-35043,2015,Male,M,Asian or Pacific Islander,A-PI,112.0
Leukemias,35011-35043,2015,Male,M,Black or African American,2054-5,211.0
Leukemias,35011-35043,2015,Male,M,White,2106-3,1376.0
Leukemias,35011-35043,2015,Male,M,Other Races and Unknown combined,2131-1,38.0
Leukemias,35011-35043,2016,Female,F,Asian or Pacific Islander,A-PI,97.0
Leukemias,35011-35043,2016,Female,F,Black or African American,2054-5,183.0
Leukemias,35011-35043,2016,Female,F,White,2106-3,972.0
Leukemias,35011-35043,2016,Female,F,Other Races and Unknown combined,2131-1,41.0
Leukemias,35011-35043,2016,Male,M,American Indian or Alaska Native,1002-5,20.0
Leukemias,35011-35043,2016,Male,M,Asian or Pacific Islander,A-PI,119.0
Leukemias,35011-35043,2016,Male,M,Black or African American,2054-5,251.0
Leukemias,35011-35043,2016,Male,M,White,2106-3,1344.0
Leukemias,35011-35043,2016,Male,M,Other Races and Unknown combined,2131-1,38.0
Leukemias,35011-35043,2017,Female,F,American Indian or Alaska Native,1002-5,18.0
Leukemias,35011-35043,2017,Female,F,Asian or Pacific Islander,A-PI,91.0
Leukemias,35011-35043,2017,Female,F,Black or African American,2054-5,180.0
Leukemias,35011-35043,2017,Female,F,White,2106-3,1066.0
Leukemias,35011-35043,2017,Female,F,Other Races and Unknown combined,2131-1,42.0
Leukemias,35011-35043,2017,Male,M,American Indian or Alaska Native,1002-5,22.0
Leukemias,35011-35043,2017,Male,M,Asian or Pacific Islander,A-PI,117.0
Leukemias,35011-35043,2017,Male,M,Black or African American,2054-5,228.0
Leukemias,35011-35043,2017,Male,M,White,2106-3,1310.0
Leukemias,35011-35043,2017,Male,M,Other Races and Unknown combined,2131-1,39.0
Leukemias,35011-35043,2018,Female,F,American Indian or Alaska Native,1002-5,27.0
Leukemias,35011-35043,2018,Female,F,Asian or Pacific Islander,A-PI,74.0
Leukemias,35011-35043,2018,Female,F,Black or African American,2054-5,200.0
Leukemias,35011-35043,2018,Female,F,White,2106-3,1016.0
Leukemias,35011-35043,2018,Female,F,Other Races and Unknown combined,2131-1,40.0
Leukemias,35011-35043,2018,Male,M,Asian or Pacific Islander,A-PI,123.0
Leukemias,35011-35043,2018,Male,M,Black or African American,2054-5,236.0
Leukemias,35011-35043,2018,Male,M,White,2106-3,1343.0
Leukemias,35011-35043,2018,Male,M,Other Races and Unknown combined,2131-1,63.0
Leukemias,35011-35043,2019,Female,F,American Indian or Alaska Native,1002-5,17.0
Leukemias,35011-35043,2019,Female,F,Asian or Pacific Islander,A-PI,90.0
Leukemias,35011-35043,2019,Female,F,Black or African American,2054-5,201.0
Leukemias,35011-35043,2019,Female,F,White,2106-3,1022.0
Leukemias,35011-35043,2019,Female,F,Other Races and Unknown combined,2131-1,50.0
Leukemias,35011-35043,2019,Male,M,American Indian or Alaska Native,1002-5,28.0
Leukemias,35011-35043,2019,Male,M,Asian or Pacific Islander,A-PI,118.0
Leukemias,35011-35043,2019,Male,M,Black or African American,2054-5,232.0
Leukemias,35011-35043,2019,Male,M,White,2106-3,1408.0
Leukemias,35011-35043,2019,Male,M,Other Races and Unknown combined,2131-1,58.0
Leukemias,35011-35043,2020,Female,F,American Indian or Alaska Native,1002-5,22.0
Leukemias,35011-35043,2020,Female,F,Asian or Pacific Islander,A-PI,82.0
Leukemias,35011-35043,2020,Female,F,Black or African American,2054-5,195.0
Leukemias,35011-35043,2020,Female,F,White,2106-3,972.0
Leukemias,35011-35043,2020,Female,F,Other Races and Unknown combined,2131-1,46.0
Leukemias,35011-35043,2020,Male,M,American Indian or Alaska Native,1002-5,20.0
Leukemias,35011-35043,2020,Male,M,Asian or Pacific Islander,A-PI,92.0
Leukemias,35011-35043,2020,Male,M,Black or African American,2054-5,195.0
Leukemias,35011-35043,2020,Male,M,White,2106-3,1269.0
Leukemias,35011-35043,2020,Male,M,Other Races and Unknown combined,2131-1,62.0
Leukemias,35011-35043,2021,Female,F,American Indian or Alaska Native,1002-5,25.0
Leukemias,35011-35043,2021,Female,F,Asian or Pacific Islander,A-PI,98.0
Leukemias,35011-35043,2021,Female,F,Black or African American,2054-5,220.0
Leukemias,35011-35043,2021,Female,F,White,2106-3,1022.0
Leukemias,35011-35043,2021,Female,F,Other Races and Unknown combined,2131-1,40.0
Leukemias,35011-35043,2021,Male,M,American Indian or Alaska Native,1002-5,29.0
Leukemias,35011-35043,2021,Male,M,Asian or Pacific Islander,A-PI,118.0
Leukemias,35011-35043,2021,Male,M,Black or African American,2054-5,196.0
Leukemias,35011-35043,2021,Male,M,White,2106-3,1316.0
Leukemias,35011-35043,2021,Male,M,Other Races and Unknown combined,2131-1,61.0
Liver,21071,1999,Female,F,Black or African American,2054-5,18.0
Liver,21071,1999,Female,F,White,2106-3,69.0
Liver,21071,1999,Male,M,Asian or Pacific Islander,A-PI,56.0
Liver,21071,1999,Male,M,Black or African American,2054-5,35.0
Liver,21071,1999,Male,M,White,2106-3,86.0
Liver,21071,2000,Female,F,Black or African American,2054-5,19.0
Liver,21071,2000,Female,F,White,2106-3,68.0
Liver,21071,2000,Male,M,Asian or Pacific Islander,A-PI,49.0
Liver,21071,2000,Male,M,Black or African American,2054-5,42.0
Liver,21071,2000,Male,M,White,2106-3,83.0
Liver,21071,2001,Female,F,White,2106-3,69.0
Liver,21071,2001,Male,M,Asian or Pacific Islander,A-PI,51.0
Liver,21071,2001,Male,M,Black or African American,2054-5,50.0
Liver,21071,2001,Male,M,White,2106-3,109.0
Liver,21071,2002,Female,F,Black or African American,2054-5,24.0
Liver,21071,2002,Female,F,White,2106-3,61.0
Liver,21071,2002,Male,M,Asian or Pacific Islander,A-PI,43.0
Liver,21071,2002,Male,M,Black or African American,2054-5,37.0
Liver,21071,2002,Male,M,White,2106-3,112.0
Liver,21071,2003,Female,F,Black or African American,2054-5,25.0
Liver,21071,2003,Female,F,White,2106-3,70.0
Liver,21071,2003,Male,M,Asian or Pacific Islander,A-PI,54.0
Liver,21071,2003,Male,M,Black or African American,2054-5,54.0
Liver,21071,2003,Male,M,White,2106-3,97.0
Liver,21071,2004,Female,F,Black or African American,2054-5,29.0
Liver,21071,2004,Female,F,White,2106-3,59.0
Liver,21071,2004,Male,M,Asian or Pacific Islander,A-PI,50.0
Liver,21071,2004,Male,M,Black or African American,2054-5,62.0
Liver,21071,2004,Male,M,White,2106-3,116.0
Liver,21071,2005,Female,F,Black or African American,2054-5,22.0
Liver,21071,2005,Female,F,White,2106-3,60.0
Liver,21071,2005,Male,M,Asian or Pacific Islander,A-PI,51.0
Liver,21071,2005,Male,M,Black or African American,2054-5,60.0
Liver,21071,2005,Male,M,White,2106-3,117.0
Liver,21071,2006,Female,F,Black or African American,2054-5,26.0
Liver,21071,2006,Female,F,White,2106-3,64.0
Liver,21071,2006,Male,M,Asian or Pacific Islander,A-PI,49.0
Liver,21071,2006,Male,M,Black or African American,2054-5,54.0
Liver,21071,2006,Male,M,White,2106-3,103.0
Liver,21071,2007,Female,F,Asian or Pacific Islander,A-PI,21.0
Liver,21071,2007,Female,F,Black or African American,2054-5,23.0
Liver,21071,2007,Female,F,White,2106-3,59.0
Liver,21071,2007,Male,M,Asian or Pacific Islander,A-PI,58.0
Liver,21071,2007,Male,M,Black or African American,2054-5,45.0
Liver,21071,2007,Male,M,White,2106-3,108.0
Liver,21071,2008,Female,F,Black or African American,2054-5,25.0
Liver,21071,2008,Female,F,White,2106-3,64.0
Liver,21071,2008,Male,M,Asian or Pacific Islander,A-PI,51.0
Liver,21071,2008,Male,M,Black or African American,2054-5,59.0
Liver,21071,2008,Male,M,White,2106-3,100.0
Liver,21071,2009,Female,F,Asian or Pacific Islander,A-PI,24.0
Liver,21071,2009,Female,F,Black or African American,2054-5,20.0
Liver,21071,2009,Female,F,White,2106-3,89.0
Liver,21071,2009,Male,M,Asian or Pacific Islander,A-PI,43.0
Liver,21071,2009,Male,M,Black or African American,2054-5,45.0
Liver,21071,2009,Male,M,White,2106-3,102.0
Liver,21071,2010,Female,F,White,2106-3,63.0
Liver,21071,2010,Male,M,Asian or Pacific Islander,A-PI,53.0
Liver,21071,2010,Male,M,Black or African American,2054-5,50.0
Liver,21071,2010,Male,M,White,2106-3,83.0
Liver,21071,2011,Female,F,Black or African American,2054-5,18.0
Liver,21071,2011,Female,F,White,2106-3,80.0
Liver,21071,2011,Male,M,Asian or Pacific Islander,A-PI,44.0
Liver,21071,2011,Male,M,Black or African American,2054-5,40.0
Liver,21071,2011,Male,M,White,2106-3,86.0
Liver,21071,2012,Female,F,Black or African American,2054-5,21.0
Liver,21071,2012,Female,F,White,2106-3,55.0
Liver,21071,2012,Male,M,Asian or Pacific Islander,A-PI,45.0
