Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Group Code,Sex,Sex Code,Race,Race Code,Deaths
Non-Hodgkin Lymphoma,33041-33042,2008,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2008,30-34 years,30-34,Male,M,White,2106-3,75.0
Non-Hodgkin Lymphoma,33041-33042,2008,35-39 years,35-39,Female,F,White,2106-3,45.0
Non-Hodgkin Lymphoma,33041-33042,2008,35-39 years,35-39,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2008,35-39 years,35-39,Male,M,White,2106-3,95.0
Non-Hodgkin Lymphoma,33041-33042,2009,20-24 years,20-24,Male,M,White,2106-3,37.0
Non-Hodgkin Lymphoma,33041-33042,2009,25-29 years,25-29,Female,F,White,2106-3,32.0
Non-Hodgkin Lymphoma,33041-33042,2009,25-29 years,25-29,Male,M,White,2106-3,51.0
Non-Hodgkin Lymphoma,33041-33042,2009,30-34 years,30-34,Female,F,White,2106-3,33.0
Non-Hodgkin Lymphoma,33041-33042,2009,30-34 years,30-34,Male,M,White,2106-3,61.0
Non-Hodgkin Lymphoma,33041-33042,2009,35-39 years,35-39,Female,F,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2009,35-39 years,35-39,Female,F,White,2106-3,49.0
Non-Hodgkin Lymphoma,33041-33042,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Non-Hodgkin Lymphoma,33041-33042,2009,35-39 years,35-39,Male,M,White,2106-3,77.0
Non-Hodgkin Lymphoma,33041-33042,2010,20-24 years,20-24,Male,M,White,2106-3,30.0
Non-Hodgkin Lymphoma,33041-33042,2010,25-29 years,25-29,Female,F,White,2106-3,20.0
Non-Hodgkin Lymphoma,33041-33042,2010,25-29 years,25-29,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2010,25-29 years,25-29,Male,M,White,2106-3,39.0
Non-Hodgkin Lymphoma,33041-33042,2010,30-34 years,30-34,Female,F,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2010,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2010,30-34 years,30-34,Male,M,White,2106-3,54.0
Non-Hodgkin Lymphoma,33041-33042,2010,35-39 years,35-39,Female,F,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2010,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Non-Hodgkin Lymphoma,33041-33042,2010,35-39 years,35-39,Male,M,White,2106-3,70.0
Non-Hodgkin Lymphoma,33041-33042,2011,20-24 years,20-24,Female,F,White,2106-3,17.0
Non-Hodgkin Lymphoma,33041-33042,2011,20-24 years,20-24,Male,M,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2011,25-29 years,25-29,Female,F,White,2106-3,21.0
Non-Hodgkin Lymphoma,33041-33042,2011,25-29 years,25-29,Male,M,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2011,25-29 years,25-29,Male,M,White,2106-3,39.0
Non-Hodgkin Lymphoma,33041-33042,2011,30-34 years,30-34,Female,F,White,2106-3,25.0
Non-Hodgkin Lymphoma,33041-33042,2011,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2011,30-34 years,30-34,Male,M,White,2106-3,49.0
Non-Hodgkin Lymphoma,33041-33042,2011,35-39 years,35-39,Female,F,White,2106-3,38.0
Non-Hodgkin Lymphoma,33041-33042,2011,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Non-Hodgkin Lymphoma,33041-33042,2011,35-39 years,35-39,Male,M,White,2106-3,83.0
Non-Hodgkin Lymphoma,33041-33042,2012,20-24 years,20-24,Female,F,White,2106-3,17.0
Non-Hodgkin Lymphoma,33041-33042,2012,20-24 years,20-24,Male,M,White,2106-3,36.0
Non-Hodgkin Lymphoma,33041-33042,2012,25-29 years,25-29,Female,F,White,2106-3,21.0
Non-Hodgkin Lymphoma,33041-33042,2012,25-29 years,25-29,Male,M,White,2106-3,40.0
Non-Hodgkin Lymphoma,33041-33042,2012,30-34 years,30-34,Female,F,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2012,30-34 years,30-34,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2012,30-34 years,30-34,Male,M,White,2106-3,54.0
Non-Hodgkin Lymphoma,33041-33042,2012,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2012,35-39 years,35-39,Female,F,White,2106-3,37.0
Non-Hodgkin Lymphoma,33041-33042,2012,35-39 years,35-39,Male,M,Black or African American,2054-5,20.0
Non-Hodgkin Lymphoma,33041-33042,2012,35-39 years,35-39,Male,M,White,2106-3,60.0
Non-Hodgkin Lymphoma,33041-33042,2013,20-24 years,20-24,Male,M,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2013,25-29 years,25-29,Female,F,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2013,25-29 years,25-29,Male,M,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2013,30-34 years,30-34,Female,F,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2013,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2013,30-34 years,30-34,Male,M,White,2106-3,55.0
Non-Hodgkin Lymphoma,33041-33042,2013,35-39 years,35-39,Female,F,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2013,35-39 years,35-39,Female,F,White,2106-3,45.0
Non-Hodgkin Lymphoma,33041-33042,2013,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2013,35-39 years,35-39,Male,M,White,2106-3,58.0
Non-Hodgkin Lymphoma,33041-33042,2014,20-24 years,20-24,Male,M,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2014,25-29 years,25-29,Female,F,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2014,25-29 years,25-29,Male,M,White,2106-3,37.0
Non-Hodgkin Lymphoma,33041-33042,2014,30-34 years,30-34,Female,F,White,2106-3,33.0
Non-Hodgkin Lymphoma,33041-33042,2014,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2014,30-34 years,30-34,Male,M,White,2106-3,43.0
Non-Hodgkin Lymphoma,33041-33042,2014,35-39 years,35-39,Female,F,White,2106-3,25.0
Non-Hodgkin Lymphoma,33041-33042,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Non-Hodgkin Lymphoma,33041-33042,2014,35-39 years,35-39,Male,M,White,2106-3,73.0
Non-Hodgkin Lymphoma,33041-33042,2015,20-24 years,20-24,Male,M,White,2106-3,16.0
Non-Hodgkin Lymphoma,33041-33042,2015,25-29 years,25-29,Female,F,White,2106-3,21.0
Non-Hodgkin Lymphoma,33041-33042,2015,25-29 years,25-29,Male,M,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2015,30-34 years,30-34,Female,F,White,2106-3,23.0
Non-Hodgkin Lymphoma,33041-33042,2015,30-34 years,30-34,Male,M,Black or African American,2054-5,20.0
Non-Hodgkin Lymphoma,33041-33042,2015,30-34 years,30-34,Male,M,White,2106-3,49.0
Non-Hodgkin Lymphoma,33041-33042,2015,35-39 years,35-39,Female,F,White,2106-3,36.0
Non-Hodgkin Lymphoma,33041-33042,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2015,35-39 years,35-39,Male,M,White,2106-3,67.0
Non-Hodgkin Lymphoma,33041-33042,2016,20-24 years,20-24,Male,M,White,2106-3,27.0
Non-Hodgkin Lymphoma,33041-33042,2016,25-29 years,25-29,Male,M,White,2106-3,36.0
Non-Hodgkin Lymphoma,33041-33042,2016,30-34 years,30-34,Female,F,White,2106-3,16.0
Non-Hodgkin Lymphoma,33041-33042,2016,30-34 years,30-34,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2016,30-34 years,30-34,Male,M,White,2106-3,46.0
Non-Hodgkin Lymphoma,33041-33042,2016,35-39 years,35-39,Female,F,White,2106-3,24.0
Non-Hodgkin Lymphoma,33041-33042,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2016,35-39 years,35-39,Male,M,White,2106-3,55.0
Non-Hodgkin Lymphoma,33041-33042,2017,20-24 years,20-24,Male,M,White,2106-3,23.0
Non-Hodgkin Lymphoma,33041-33042,2017,25-29 years,25-29,Male,M,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2017,30-34 years,30-34,Female,F,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2017,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2017,30-34 years,30-34,Male,M,White,2106-3,47.0
Non-Hodgkin Lymphoma,33041-33042,2017,35-39 years,35-39,Female,F,White,2106-3,38.0
Non-Hodgkin Lymphoma,33041-33042,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2017,35-39 years,35-39,Male,M,White,2106-3,68.0
Non-Hodgkin Lymphoma,33041-33042,2018,20-24 years,20-24,Male,M,White,2106-3,24.0
Non-Hodgkin Lymphoma,33041-33042,2018,25-29 years,25-29,Male,M,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2018,30-34 years,30-34,Female,F,White,2106-3,27.0
Non-Hodgkin Lymphoma,33041-33042,2018,30-34 years,30-34,Male,M,White,2106-3,46.0
Non-Hodgkin Lymphoma,33041-33042,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2018,35-39 years,35-39,Female,F,White,2106-3,34.0
Non-Hodgkin Lymphoma,33041-33042,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,24.0
Non-Hodgkin Lymphoma,33041-33042,2018,35-39 years,35-39,Male,M,White,2106-3,56.0
Non-Hodgkin Lymphoma,33041-33042,2019,20-24 years,20-24,Female,F,White,2106-3,17.0
Non-Hodgkin Lymphoma,33041-33042,2019,20-24 years,20-24,Male,M,White,2106-3,22.0
Non-Hodgkin Lymphoma,33041-33042,2019,25-29 years,25-29,Male,M,White,2106-3,29.0
Non-Hodgkin Lymphoma,33041-33042,2019,30-34 years,30-34,Female,F,White,2106-3,24.0
Non-Hodgkin Lymphoma,33041-33042,2019,30-34 years,30-34,Male,M,White,2106-3,46.0
Non-Hodgkin Lymphoma,33041-33042,2019,35-39 years,35-39,Female,F,White,2106-3,21.0
Non-Hodgkin Lymphoma,33041-33042,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Non-Hodgkin Lymphoma,33041-33042,2019,35-39 years,35-39,Male,M,White,2106-3,59.0
Non-Hodgkin Lymphoma,33041-33042,2020,25-29 years,25-29,Female,F,White,2106-3,20.0
Non-Hodgkin Lymphoma,33041-33042,2020,25-29 years,25-29,Male,M,White,2106-3,35.0
Non-Hodgkin Lymphoma,33041-33042,2020,30-34 years,30-34,Female,F,White,2106-3,23.0
Non-Hodgkin Lymphoma,33041-33042,2020,30-34 years,30-34,Male,M,White,2106-3,34.0
Non-Hodgkin Lymphoma,33041-33042,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,16.0
Non-Hodgkin Lymphoma,33041-33042,2020,35-39 years,35-39,Female,F,White,2106-3,33.0
Non-Hodgkin Lymphoma,33041-33042,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,21.0
Non-Hodgkin Lymphoma,33041-33042,2020,35-39 years,35-39,Male,M,White,2106-3,59.0
Non-Hodgkin Lymphoma,33041-33042,2021,25-29 years,25-29,Male,M,White,2106-3,27.0
Non-Hodgkin Lymphoma,33041-33042,2021,30-34 years,30-34,Female,F,White,2106-3,20.0
Non-Hodgkin Lymphoma,33041-33042,2021,30-34 years,30-34,Male,M,Black or African American,2054-5,20.0
Non-Hodgkin Lymphoma,33041-33042,2021,30-34 years,30-34,Male,M,White,2106-3,43.0
Non-Hodgkin Lymphoma,33041-33042,2021,35-39 years,35-39,Female,F,White,2106-3,25.0
Non-Hodgkin Lymphoma,33041-33042,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2021,35-39 years,35-39,Male,M,White,2106-3,50.0
Oral Cavity and Pharynx,20010-20100,1999,35-39 years,35-39,Female,F,White,2106-3,26.0
Oral Cavity and Pharynx,20010-20100,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Oral Cavity and Pharynx,20010-20100,1999,35-39 years,35-39,Male,M,White,2106-3,34.0
Oral Cavity and Pharynx,20010-20100,2000,35-39 years,35-39,Female,F,White,2106-3,22.0
Oral Cavity and Pharynx,20010-20100,2000,35-39 years,35-39,Male,M,White,2106-3,38.0
Oral Cavity and Pharynx,20010-20100,2001,35-39 years,35-39,Female,F,White,2106-3,18.0
Oral Cavity and Pharynx,20010-20100,2001,35-39 years,35-39,Male,M,White,2106-3,37.0
Oral Cavity and Pharynx,20010-20100,2002,30-34 years,30-34,Male,M,White,2106-3,19.0
Oral Cavity and Pharynx,20010-20100,2002,35-39 years,35-39,Female,F,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2002,35-39 years,35-39,Male,M,White,2106-3,35.0
Oral Cavity and Pharynx,20010-20100,2003,30-34 years,30-34,Male,M,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2003,35-39 years,35-39,Male,M,White,2106-3,32.0
Oral Cavity and Pharynx,20010-20100,2004,30-34 years,30-34,Male,M,White,2106-3,16.0
Oral Cavity and Pharynx,20010-20100,2004,35-39 years,35-39,Male,M,White,2106-3,21.0
Oral Cavity and Pharynx,20010-20100,2005,35-39 years,35-39,Male,M,White,2106-3,34.0
Oral Cavity and Pharynx,20010-20100,2006,35-39 years,35-39,Female,F,White,2106-3,19.0
Oral Cavity and Pharynx,20010-20100,2006,35-39 years,35-39,Male,M,White,2106-3,36.0
Oral Cavity and Pharynx,20010-20100,2007,35-39 years,35-39,Male,M,White,2106-3,35.0
Oral Cavity and Pharynx,20010-20100,2008,30-34 years,30-34,Male,M,White,2106-3,18.0
Oral Cavity and Pharynx,20010-20100,2008,35-39 years,35-39,Female,F,White,2106-3,16.0
Oral Cavity and Pharynx,20010-20100,2008,35-39 years,35-39,Male,M,White,2106-3,31.0
Oral Cavity and Pharynx,20010-20100,2009,35-39 years,35-39,Male,M,White,2106-3,25.0
Oral Cavity and Pharynx,20010-20100,2010,35-39 years,35-39,Female,F,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2010,35-39 years,35-39,Male,M,White,2106-3,28.0
Oral Cavity and Pharynx,20010-20100,2011,35-39 years,35-39,Female,F,White,2106-3,21.0
Oral Cavity and Pharynx,20010-20100,2011,35-39 years,35-39,Male,M,White,2106-3,28.0
Oral Cavity and Pharynx,20010-20100,2012,25-29 years,25-29,Male,M,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2012,35-39 years,35-39,Male,M,White,2106-3,33.0
Oral Cavity and Pharynx,20010-20100,2013,30-34 years,30-34,Male,M,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2013,35-39 years,35-39,Male,M,White,2106-3,27.0
Oral Cavity and Pharynx,20010-20100,2014,30-34 years,30-34,Male,M,White,2106-3,16.0
Oral Cavity and Pharynx,20010-20100,2014,35-39 years,35-39,Female,F,White,2106-3,20.0
Oral Cavity and Pharynx,20010-20100,2014,35-39 years,35-39,Male,M,White,2106-3,36.0
Oral Cavity and Pharynx,20010-20100,2015,30-34 years,30-34,Male,M,White,2106-3,19.0
Oral Cavity and Pharynx,20010-20100,2015,35-39 years,35-39,Male,M,White,2106-3,34.0
Oral Cavity and Pharynx,20010-20100,2016,30-34 years,30-34,Male,M,White,2106-3,21.0
Oral Cavity and Pharynx,20010-20100,2016,35-39 years,35-39,Male,M,White,2106-3,24.0
Oral Cavity and Pharynx,20010-20100,2017,30-34 years,30-34,Male,M,White,2106-3,18.0
Oral Cavity and Pharynx,20010-20100,2017,35-39 years,35-39,Male,M,White,2106-3,35.0
Oral Cavity and Pharynx,20010-20100,2018,30-34 years,30-34,Male,M,White,2106-3,21.0
Oral Cavity and Pharynx,20010-20100,2018,35-39 years,35-39,Female,F,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2018,35-39 years,35-39,Male,M,White,2106-3,36.0
Oral Cavity and Pharynx,20010-20100,2019,30-34 years,30-34,Male,M,White,2106-3,17.0
Oral Cavity and Pharynx,20010-20100,2019,35-39 years,35-39,Female,F,White,2106-3,19.0
Oral Cavity and Pharynx,20010-20100,2019,35-39 years,35-39,Male,M,White,2106-3,32.0
Oral Cavity and Pharynx,20010-20100,2020,35-39 years,35-39,Female,F,White,2106-3,21.0
Oral Cavity and Pharynx,20010-20100,2020,35-39 years,35-39,Male,M,White,2106-3,29.0
Oral Cavity and Pharynx,20010-20100,2021,35-39 years,35-39,Female,F,White,2106-3,18.0
Oral Cavity and Pharynx,20010-20100,2021,35-39 years,35-39,Male,M,White,2106-3,33.0
Ovary,27040,1999,25-29 years,25-29,Female,F,White,2106-3,20.0
Ovary,27040,1999,30-34 years,30-34,Female,F,White,2106-3,37.0
Ovary,27040,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,16.0
Ovary,27040,1999,35-39 years,35-39,Female,F,White,2106-3,136.0
Ovary,27040,2000,25-29 years,25-29,Female,F,White,2106-3,32.0
Ovary,27040,2000,30-34 years,30-34,Female,F,White,2106-3,52.0
Ovary,27040,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Ovary,27040,2000,35-39 years,35-39,Female,F,White,2106-3,120.0
Ovary,27040,2001,25-29 years,25-29,Female,F,White,2106-3,32.0
Ovary,27040,2001,30-34 years,30-34,Female,F,White,2106-3,49.0
Ovary,27040,2001,35-39 years,35-39,Female,F,Black or African American,2054-5,25.0
Ovary,27040,2001,35-39 years,35-39,Female,F,White,2106-3,120.0
Ovary,27040,2002,20-24 years,20-24,Female,F,White,2106-3,21.0
Ovary,27040,2002,25-29 years,25-29,Female,F,White,2106-3,29.0
Ovary,27040,2002,30-34 years,30-34,Female,F,White,2106-3,48.0
Ovary,27040,2002,35-39 years,35-39,Female,F,Black or African American,2054-5,24.0
Ovary,27040,2002,35-39 years,35-39,Female,F,White,2106-3,122.0
Ovary,27040,2003,25-29 years,25-29,Female,F,White,2106-3,23.0
Ovary,27040,2003,30-34 years,30-34,Female,F,White,2106-3,46.0
Ovary,27040,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,23.0
Ovary,27040,2003,35-39 years,35-39,Female,F,White,2106-3,103.0
Ovary,27040,2004,25-29 years,25-29,Female,F,White,2106-3,20.0
Ovary,27040,2004,30-34 years,30-34,Female,F,White,2106-3,50.0
Ovary,27040,2004,35-39 years,35-39,Female,F,Black or African American,2054-5,22.0
Ovary,27040,2004,35-39 years,35-39,Female,F,White,2106-3,102.0
Ovary,27040,2005,25-29 years,25-29,Female,F,White,2106-3,25.0
Ovary,27040,2005,30-34 years,30-34,Female,F,White,2106-3,42.0
Ovary,27040,2005,35-39 years,35-39,Female,F,White,2106-3,87.0
Ovary,27040,2006,20-24 years,20-24,Female,F,White,2106-3,16.0
Ovary,27040,2006,25-29 years,25-29,Female,F,White,2106-3,20.0
Ovary,27040,2006,30-34 years,30-34,Female,F,White,2106-3,47.0
Ovary,27040,2006,35-39 years,35-39,Female,F,White,2106-3,100.0
Ovary,27040,2007,20-24 years,20-24,Female,F,White,2106-3,18.0
Ovary,27040,2007,25-29 years,25-29,Female,F,White,2106-3,23.0
Ovary,27040,2007,30-34 years,30-34,Female,F,White,2106-3,38.0
Ovary,27040,2007,35-39 years,35-39,Female,F,White,2106-3,86.0
Ovary,27040,2008,25-29 years,25-29,Female,F,White,2106-3,26.0
Ovary,27040,2008,30-34 years,30-34,Female,F,White,2106-3,42.0
Ovary,27040,2008,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Ovary,27040,2008,35-39 years,35-39,Female,F,White,2106-3,98.0
Ovary,27040,2009,25-29 years,25-29,Female,F,White,2106-3,26.0
Ovary,27040,2009,30-34 years,30-34,Female,F,White,2106-3,37.0
Ovary,27040,2009,35-39 years,35-39,Female,F,Black or African American,2054-5,22.0
Ovary,27040,2009,35-39 years,35-39,Female,F,White,2106-3,79.0
Ovary,27040,2010,25-29 years,25-29,Female,F,White,2106-3,25.0
Ovary,27040,2010,30-34 years,30-34,Female,F,White,2106-3,51.0
Ovary,27040,2010,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Ovary,27040,2010,35-39 years,35-39,Female,F,White,2106-3,72.0
Ovary,27040,2011,25-29 years,25-29,Female,F,White,2106-3,20.0
Ovary,27040,2011,30-34 years,30-34,Female,F,White,2106-3,48.0
Ovary,27040,2011,35-39 years,35-39,Female,F,White,2106-3,94.0
Ovary,27040,2012,20-24 years,20-24,Female,F,White,2106-3,17.0
Ovary,27040,2012,25-29 years,25-29,Female,F,White,2106-3,27.0
Ovary,27040,2012,30-34 years,30-34,Female,F,White,2106-3,38.0
Ovary,27040,2012,35-39 years,35-39,Female,F,White,2106-3,79.0
Ovary,27040,2013,20-24 years,20-24,Female,F,White,2106-3,20.0
Ovary,27040,2013,30-34 years,30-34,Female,F,White,2106-3,39.0
Ovary,27040,2013,35-39 years,35-39,Female,F,White,2106-3,87.0
Ovary,27040,2014,20-24 years,20-24,Female,F,White,2106-3,16.0
Ovary,27040,2014,25-29 years,25-29,Female,F,White,2106-3,28.0
Ovary,27040,2014,30-34 years,30-34,Female,F,White,2106-3,40.0
Ovary,27040,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,16.0
Ovary,27040,2014,35-39 years,35-39,Female,F,White,2106-3,86.0
Ovary,27040,2015,25-29 years,25-29,Female,F,White,2106-3,28.0
Ovary,27040,2015,30-34 years,30-34,Female,F,White,2106-3,43.0
Ovary,27040,2015,35-39 years,35-39,Female,F,White,2106-3,82.0
Ovary,27040,2016,25-29 years,25-29,Female,F,White,2106-3,35.0
Ovary,27040,2016,30-34 years,30-34,Female,F,White,2106-3,56.0
Ovary,27040,2016,35-39 years,35-39,Female,F,White,2106-3,79.0
Ovary,27040,2017,25-29 years,25-29,Female,F,White,2106-3,23.0
Ovary,27040,2017,30-34 years,30-34,Female,F,White,2106-3,39.0
Ovary,27040,2017,35-39 years,35-39,Female,F,White,2106-3,78.0
Ovary,27040,2018,25-29 years,25-29,Female,F,White,2106-3,30.0
Ovary,27040,2018,30-34 years,30-34,Female,F,White,2106-3,34.0
Ovary,27040,2018,35-39 years,35-39,Female,F,White,2106-3,91.0
Ovary,27040,2019,25-29 years,25-29,Female,F,White,2106-3,26.0
Ovary,27040,2019,30-34 years,30-34,Female,F,White,2106-3,38.0
Ovary,27040,2019,35-39 years,35-39,Female,F,White,2106-3,76.0
Ovary,27040,2020,25-29 years,25-29,Female,F,White,2106-3,30.0
Ovary,27040,2020,30-34 years,30-34,Female,F,White,2106-3,40.0
Ovary,27040,2020,35-39 years,35-39,Female,F,White,2106-3,79.0
Ovary,27040,2021,25-29 years,25-29,Female,F,White,2106-3,21.0
Ovary,27040,2021,30-34 years,30-34,Female,F,White,2106-3,51.0
Ovary,27040,2021,35-39 years,35-39,Female,F,White,2106-3,84.0
Pancreas,21100,1999,30-34 years,30-34,Male,M,White,2106-3,19.0
Pancreas,21100,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,17.0
Pancreas,21100,1999,35-39 years,35-39,Female,F,White,2106-3,52.0
Pancreas,21100,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Pancreas,21100,1999,35-39 years,35-39,Male,M,White,2106-3,85.0
Pancreas,21100,2000,30-34 years,30-34,Male,M,White,2106-3,18.0
Pancreas,21100,2000,35-39 years,35-39,Female,F,White,2106-3,41.0
Pancreas,21100,2000,35-39 years,35-39,Male,M,White,2106-3,69.0
Pancreas,21100,2001,30-34 years,30-34,Male,M,White,2106-3,21.0
Pancreas,21100,2001,35-39 years,35-39,Female,F,White,2106-3,57.0
Pancreas,21100,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,16.0
Pancreas,21100,2001,35-39 years,35-39,Male,M,White,2106-3,77.0
Pancreas,21100,2002,30-34 years,30-34,Male,M,White,2106-3,18.0
Pancreas,21100,2002,35-39 years,35-39,Female,F,White,2106-3,54.0
Pancreas,21100,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Pancreas,21100,2002,35-39 years,35-39,Male,M,White,2106-3,65.0
Pancreas,21100,2003,30-34 years,30-34,Male,M,White,2106-3,16.0
Pancreas,21100,2003,35-39 years,35-39,Female,F,White,2106-3,43.0
Pancreas,21100,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,16.0
Pancreas,21100,2003,35-39 years,35-39,Male,M,White,2106-3,78.0
Pancreas,21100,2004,30-34 years,30-34,Male,M,White,2106-3,26.0
Pancreas,21100,2004,35-39 years,35-39,Female,F,White,2106-3,35.0
Pancreas,21100,2004,35-39 years,35-39,Male,M,White,2106-3,64.0
Pancreas,21100,2005,30-34 years,30-34,Male,M,White,2106-3,19.0
Pancreas,21100,2005,35-39 years,35-39,Female,F,White,2106-3,41.0
Pancreas,21100,2005,35-39 years,35-39,Male,M,White,2106-3,63.0
Pancreas,21100,2006,35-39 years,35-39,Female,F,White,2106-3,27.0
Pancreas,21100,2006,35-39 years,35-39,Male,M,White,2106-3,69.0
Pancreas,21100,2007,30-34 years,30-34,Male,M,White,2106-3,19.0
Pancreas,21100,2007,35-39 years,35-39,Female,F,White,2106-3,37.0
Pancreas,21100,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Pancreas,21100,2007,35-39 years,35-39,Male,M,White,2106-3,65.0
Pancreas,21100,2008,30-34 years,30-34,Female,F,White,2106-3,16.0
Pancreas,21100,2008,30-34 years,30-34,Male,M,White,2106-3,16.0
Pancreas,21100,2008,35-39 years,35-39,Female,F,White,2106-3,48.0
Pancreas,21100,2008,35-39 years,35-39,Male,M,White,2106-3,47.0
Pancreas,21100,2009,30-34 years,30-34,Female,F,White,2106-3,18.0
Pancreas,21100,2009,30-34 years,30-34,Male,M,White,2106-3,21.0
Pancreas,21100,2009,35-39 years,35-39,Female,F,White,2106-3,35.0
Pancreas,21100,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Pancreas,21100,2009,35-39 years,35-39,Male,M,White,2106-3,61.0
Pancreas,21100,2010,30-34 years,30-34,Female,F,White,2106-3,19.0
Pancreas,21100,2010,30-34 years,30-34,Male,M,White,2106-3,22.0
Pancreas,21100,2010,35-39 years,35-39,Female,F,White,2106-3,36.0
Pancreas,21100,2010,35-39 years,35-39,Male,M,White,2106-3,57.0
Pancreas,21100,2011,30-34 years,30-34,Male,M,White,2106-3,18.0
Pancreas,21100,2011,35-39 years,35-39,Female,F,White,2106-3,33.0
Pancreas,21100,2011,35-39 years,35-39,Male,M,White,2106-3,47.0
Pancreas,21100,2012,35-39 years,35-39,Female,F,White,2106-3,33.0
Pancreas,21100,2012,35-39 years,35-39,Male,M,White,2106-3,54.0
Pancreas,21100,2013,30-34 years,30-34,Female,F,White,2106-3,19.0
Pancreas,21100,2013,30-34 years,30-34,Male,M,White,2106-3,19.0
Pancreas,21100,2013,35-39 years,35-39,Female,F,White,2106-3,34.0
Pancreas,21100,2013,35-39 years,35-39,Male,M,White,2106-3,62.0
