Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Groups Code,Sex,Sex Code,Race,Race Code,Count
Cervix Uteri,27010,2012,30-34 years,30-34,Female,F,White,2106-3,839.0
Cervix Uteri,27010,2012,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,21.0
Cervix Uteri,27010,2012,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,61.0
Cervix Uteri,27010,2012,35-39 years,35-39,Female,F,Black or African American,2054-5,191.0
Cervix Uteri,27010,2012,35-39 years,35-39,Female,F,White,2106-3,1029.0
Cervix Uteri,27010,2012,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,24.0
Cervix Uteri,27010,2013,20-24 years,20-24,Female,F,Black or African American,2054-5,26.0
Cervix Uteri,27010,2013,20-24 years,20-24,Female,F,White,2106-3,82.0
Cervix Uteri,27010,2013,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,20.0
Cervix Uteri,27010,2013,25-29 years,25-29,Female,F,Black or African American,2054-5,79.0
Cervix Uteri,27010,2013,25-29 years,25-29,Female,F,White,2106-3,459.0
Cervix Uteri,27010,2013,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,42.0
Cervix Uteri,27010,2013,30-34 years,30-34,Female,F,Black or African American,2054-5,138.0
Cervix Uteri,27010,2013,30-34 years,30-34,Female,F,White,2106-3,809.0
Cervix Uteri,27010,2013,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,21.0
Cervix Uteri,27010,2013,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,56.0
Cervix Uteri,27010,2013,35-39 years,35-39,Female,F,Black or African American,2054-5,174.0
Cervix Uteri,27010,2013,35-39 years,35-39,Female,F,White,2106-3,1008.0
Cervix Uteri,27010,2013,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,27.0
Cervix Uteri,27010,2014,20-24 years,20-24,Female,F,Black or African American,2054-5,16.0
Cervix Uteri,27010,2014,20-24 years,20-24,Female,F,White,2106-3,90.0
Cervix Uteri,27010,2014,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,17.0
Cervix Uteri,27010,2014,25-29 years,25-29,Female,F,Black or African American,2054-5,75.0
Cervix Uteri,27010,2014,25-29 years,25-29,Female,F,White,2106-3,476.0
Cervix Uteri,27010,2014,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,17.0
Cervix Uteri,27010,2014,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,39.0
Cervix Uteri,27010,2014,30-34 years,30-34,Female,F,Black or African American,2054-5,136.0
Cervix Uteri,27010,2014,30-34 years,30-34,Female,F,White,2106-3,926.0
Cervix Uteri,27010,2014,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,22.0
Cervix Uteri,27010,2014,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,20.0
Cervix Uteri,27010,2014,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,63.0
Cervix Uteri,27010,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,155.0
Cervix Uteri,27010,2014,35-39 years,35-39,Female,F,White,2106-3,1053.0
Cervix Uteri,27010,2014,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,29.0
Cervix Uteri,27010,2015,20-24 years,20-24,Female,F,White,2106-3,65.0
Cervix Uteri,27010,2015,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,18.0
Cervix Uteri,27010,2015,25-29 years,25-29,Female,F,Black or African American,2054-5,91.0
Cervix Uteri,27010,2015,25-29 years,25-29,Female,F,White,2106-3,459.0
Cervix Uteri,27010,2015,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,17.0
Cervix Uteri,27010,2015,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,41.0
Cervix Uteri,27010,2015,30-34 years,30-34,Female,F,Black or African American,2054-5,140.0
Cervix Uteri,27010,2015,30-34 years,30-34,Female,F,White,2106-3,946.0
Cervix Uteri,27010,2015,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,29.0
Cervix Uteri,27010,2015,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,19.0
Cervix Uteri,27010,2015,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,63.0
Cervix Uteri,27010,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,171.0
Cervix Uteri,27010,2015,35-39 years,35-39,Female,F,White,2106-3,1124.0
Cervix Uteri,27010,2015,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,24.0
Cervix Uteri,27010,2016,20-24 years,20-24,Female,F,Black or African American,2054-5,21.0
Cervix Uteri,27010,2016,20-24 years,20-24,Female,F,White,2106-3,62.0
Cervix Uteri,27010,2016,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,23.0
Cervix Uteri,27010,2016,25-29 years,25-29,Female,F,Black or African American,2054-5,84.0
Cervix Uteri,27010,2016,25-29 years,25-29,Female,F,White,2106-3,484.0
Cervix Uteri,27010,2016,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,17.0
Cervix Uteri,27010,2016,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,61.0
Cervix Uteri,27010,2016,30-34 years,30-34,Female,F,Black or African American,2054-5,148.0
Cervix Uteri,27010,2016,30-34 years,30-34,Female,F,White,2106-3,927.0
Cervix Uteri,27010,2016,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,29.0
Cervix Uteri,27010,2016,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,24.0
Cervix Uteri,27010,2016,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,75.0
Cervix Uteri,27010,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,201.0
Cervix Uteri,27010,2016,35-39 years,35-39,Female,F,White,2106-3,1274.0
Cervix Uteri,27010,2016,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,31.0
Cervix Uteri,27010,2017,20-24 years,20-24,Female,F,Black or African American,2054-5,16.0
Cervix Uteri,27010,2017,20-24 years,20-24,Female,F,White,2106-3,52.0
Cervix Uteri,27010,2017,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,19.0
Cervix Uteri,27010,2017,25-29 years,25-29,Female,F,Black or African American,2054-5,78.0
Cervix Uteri,27010,2017,25-29 years,25-29,Female,F,White,2106-3,418.0
Cervix Uteri,27010,2017,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,49.0
Cervix Uteri,27010,2017,30-34 years,30-34,Female,F,Black or African American,2054-5,156.0
Cervix Uteri,27010,2017,30-34 years,30-34,Female,F,White,2106-3,1002.0
Cervix Uteri,27010,2017,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,30.0
Cervix Uteri,27010,2017,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,21.0
Cervix Uteri,27010,2017,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,77.0
Cervix Uteri,27010,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,189.0
Cervix Uteri,27010,2017,35-39 years,35-39,Female,F,White,2106-3,1167.0
Cervix Uteri,27010,2017,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,42.0
Cervix Uteri,27010,2018,20-24 years,20-24,Female,F,White,2106-3,47.0
Cervix Uteri,27010,2018,25-29 years,25-29,Female,F,Black or African American,2054-5,95.0
Cervix Uteri,27010,2018,25-29 years,25-29,Female,F,White,2106-3,390.0
Cervix Uteri,27010,2018,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,22.0
Cervix Uteri,27010,2018,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,22.0
Cervix Uteri,27010,2018,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,43.0
Cervix Uteri,27010,2018,30-34 years,30-34,Female,F,Black or African American,2054-5,140.0
Cervix Uteri,27010,2018,30-34 years,30-34,Female,F,White,2106-3,1034.0
Cervix Uteri,27010,2018,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,33.0
Cervix Uteri,27010,2018,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,22.0
Cervix Uteri,27010,2018,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,56.0
Cervix Uteri,27010,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,182.0
Cervix Uteri,27010,2018,35-39 years,35-39,Female,F,White,2106-3,1191.0
Cervix Uteri,27010,2018,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,44.0
Cervix Uteri,27010,2019,20-24 years,20-24,Female,F,White,2106-3,40.0
Cervix Uteri,27010,2019,25-29 years,25-29,Female,F,Black or African American,2054-5,84.0
Cervix Uteri,27010,2019,25-29 years,25-29,Female,F,White,2106-3,367.0
Cervix Uteri,27010,2019,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,17.0
Cervix Uteri,27010,2019,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,19.0
Cervix Uteri,27010,2019,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,57.0
Cervix Uteri,27010,2019,30-34 years,30-34,Female,F,Black or African American,2054-5,155.0
Cervix Uteri,27010,2019,30-34 years,30-34,Female,F,White,2106-3,1063.0
Cervix Uteri,27010,2019,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,39.0
Cervix Uteri,27010,2019,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,26.0
Cervix Uteri,27010,2019,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,83.0
Cervix Uteri,27010,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,205.0
Cervix Uteri,27010,2019,35-39 years,35-39,Female,F,White,2106-3,1194.0
Cervix Uteri,27010,2019,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,61.0
Cervix Uteri,27010,2020,20-24 years,20-24,Female,F,White,2106-3,33.0
Cervix Uteri,27010,2020,25-29 years,25-29,Female,F,Black or African American,2054-5,50.0
Cervix Uteri,27010,2020,25-29 years,25-29,Female,F,White,2106-3,282.0
Cervix Uteri,27010,2020,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,18.0
Cervix Uteri,27010,2020,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,16.0
Cervix Uteri,27010,2020,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,60.0
Cervix Uteri,27010,2020,30-34 years,30-34,Female,F,Black or African American,2054-5,153.0
Cervix Uteri,27010,2020,30-34 years,30-34,Female,F,White,2106-3,910.0
Cervix Uteri,27010,2020,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,38.0
Cervix Uteri,27010,2020,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,19.0
Cervix Uteri,27010,2020,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,59.0
Cervix Uteri,27010,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,189.0
Cervix Uteri,27010,2020,35-39 years,35-39,Female,F,White,2106-3,1089.0
Cervix Uteri,27010,2020,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,44.0
Cervix Uteri,27010,2021,20-24 years,20-24,Female,F,White,2106-3,35.0
Cervix Uteri,27010,2021,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,16.0
Cervix Uteri,27010,2021,25-29 years,25-29,Female,F,Black or African American,2054-5,52.0
Cervix Uteri,27010,2021,25-29 years,25-29,Female,F,White,2106-3,253.0
Cervix Uteri,27010,2021,30-34 years,30-34,Female,F,American Indian or Alaska Native,1002-5,17.0
Cervix Uteri,27010,2021,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,60.0
Cervix Uteri,27010,2021,30-34 years,30-34,Female,F,Black or African American,2054-5,128.0
Cervix Uteri,27010,2021,30-34 years,30-34,Female,F,White,2106-3,873.0
Cervix Uteri,27010,2021,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,49.0
Cervix Uteri,27010,2021,35-39 years,35-39,Female,F,American Indian or Alaska Native,1002-5,21.0
Cervix Uteri,27010,2021,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,91.0
Cervix Uteri,27010,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,199.0
Cervix Uteri,27010,2021,35-39 years,35-39,Female,F,White,2106-3,1245.0
Cervix Uteri,27010,2021,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,51.0
Colon and Rectum,21041-21052,1999,20-24 years,20-24,Female,F,White,2106-3,48.0
Colon and Rectum,21041-21052,1999,20-24 years,20-24,Male,M,White,2106-3,53.0
Colon and Rectum,21041-21052,1999,25-29 years,25-29,Female,F,Black or African American,2054-5,40.0
Colon and Rectum,21041-21052,1999,25-29 years,25-29,Female,F,White,2106-3,134.0
Colon and Rectum,21041-21052,1999,25-29 years,25-29,Male,M,Black or African American,2054-5,21.0
Colon and Rectum,21041-21052,1999,25-29 years,25-29,Male,M,White,2106-3,156.0
Colon and Rectum,21041-21052,1999,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,16.0
Colon and Rectum,21041-21052,1999,30-34 years,30-34,Female,F,Black or African American,2054-5,71.0
Colon and Rectum,21041-21052,1999,30-34 years,30-34,Female,F,White,2106-3,280.0
Colon and Rectum,21041-21052,1999,30-34 years,30-34,Male,M,Black or African American,2054-5,63.0
Colon and Rectum,21041-21052,1999,30-34 years,30-34,Male,M,White,2106-3,317.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,29.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,164.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Female,F,White,2106-3,607.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,28.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,125.0
Colon and Rectum,21041-21052,1999,35-39 years,35-39,Male,M,White,2106-3,692.0
Colon and Rectum,21041-21052,2000,20-24 years,20-24,Female,F,White,2106-3,53.0
Colon and Rectum,21041-21052,2000,20-24 years,20-24,Male,M,White,2106-3,53.0
Colon and Rectum,21041-21052,2000,25-29 years,25-29,Female,F,Black or African American,2054-5,16.0
Colon and Rectum,21041-21052,2000,25-29 years,25-29,Female,F,White,2106-3,134.0
Colon and Rectum,21041-21052,2000,25-29 years,25-29,Male,M,Black or African American,2054-5,32.0
Colon and Rectum,21041-21052,2000,25-29 years,25-29,Male,M,White,2106-3,160.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,19.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Female,F,Black or African American,2054-5,55.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Female,F,White,2106-3,302.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,17.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Male,M,Black or African American,2054-5,61.0
Colon and Rectum,21041-21052,2000,30-34 years,30-34,Male,M,White,2106-3,322.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,39.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,135.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Female,F,White,2106-3,631.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,45.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,131.0
Colon and Rectum,21041-21052,2000,35-39 years,35-39,Male,M,White,2106-3,741.0
Colon and Rectum,21041-21052,2001,20-24 years,20-24,Female,F,White,2106-3,57.0
Colon and Rectum,21041-21052,2001,20-24 years,20-24,Male,M,White,2106-3,74.0
Colon and Rectum,21041-21052,2001,25-29 years,25-29,Female,F,Black or African American,2054-5,29.0
Colon and Rectum,21041-21052,2001,25-29 years,25-29,Female,F,White,2106-3,147.0
Colon and Rectum,21041-21052,2001,25-29 years,25-29,Male,M,Black or African American,2054-5,30.0
Colon and Rectum,21041-21052,2001,25-29 years,25-29,Male,M,White,2106-3,139.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,26.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Female,F,Black or African American,2054-5,56.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Female,F,White,2106-3,311.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,22.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Male,M,Black or African American,2054-5,48.0
Colon and Rectum,21041-21052,2001,30-34 years,30-34,Male,M,White,2106-3,354.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,28.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Female,F,Black or African American,2054-5,124.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Female,F,White,2106-3,650.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,44.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,141.0
Colon and Rectum,21041-21052,2001,35-39 years,35-39,Male,M,White,2106-3,711.0
Colon and Rectum,21041-21052,2002,20-24 years,20-24,Female,F,White,2106-3,57.0
Colon and Rectum,21041-21052,2002,20-24 years,20-24,Male,M,White,2106-3,74.0
Colon and Rectum,21041-21052,2002,25-29 years,25-29,Female,F,Black or African American,2054-5,20.0
Colon and Rectum,21041-21052,2002,25-29 years,25-29,Female,F,White,2106-3,157.0
Colon and Rectum,21041-21052,2002,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,17.0
Colon and Rectum,21041-21052,2002,25-29 years,25-29,Male,M,Black or African American,2054-5,20.0
Colon and Rectum,21041-21052,2002,25-29 years,25-29,Male,M,White,2106-3,155.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,21.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Female,F,Black or African American,2054-5,61.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Female,F,White,2106-3,339.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,27.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Male,M,Black or African American,2054-5,57.0
Colon and Rectum,21041-21052,2002,30-34 years,30-34,Male,M,White,2106-3,347.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,44.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Female,F,Black or African American,2054-5,139.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Female,F,White,2106-3,673.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,38.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,120.0
Colon and Rectum,21041-21052,2002,35-39 years,35-39,Male,M,White,2106-3,722.0
Colon and Rectum,21041-21052,2003,20-24 years,20-24,Female,F,White,2106-3,69.0
Colon and Rectum,21041-21052,2003,20-24 years,20-24,Male,M,White,2106-3,72.0
Colon and Rectum,21041-21052,2003,25-29 years,25-29,Female,F,Black or African American,2054-5,17.0
Colon and Rectum,21041-21052,2003,25-29 years,25-29,Female,F,White,2106-3,148.0
Colon and Rectum,21041-21052,2003,25-29 years,25-29,Male,M,Black or African American,2054-5,29.0
Colon and Rectum,21041-21052,2003,25-29 years,25-29,Male,M,White,2106-3,147.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,25.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Female,F,Black or African American,2054-5,64.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Female,F,White,2106-3,351.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,24.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Male,M,Black or African American,2054-5,53.0
Colon and Rectum,21041-21052,2003,30-34 years,30-34,Male,M,White,2106-3,391.0
Colon and Rectum,21041-21052,2003,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,41.0
Colon and Rectum,21041-21052,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,144.0
Colon and Rectum,21041-21052,2003,35-39 years,35-39,Female,F,White,2106-3,657.0
